STATE,LEA_NAME,SCHOOL,ISP,ISP_CATEGORY,PARTICIPATION,ENROLLMENT
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SAN FERNANDO SENIOR HIGH,58.5%,50%-60%,Y,1637
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SAN GABRIEL AVENUE ELEMENTARY,61.5%,60% and higher,Y,499
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SAN JOSE STREET ELEMENTARY,41.8%,40%-50%,Y,673
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SAN MIGUEL ELEMENTARY,58.1%,50%-60%,Y,721
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SAN PASCUAL ELEMENTARY SCIENCE TECHNOLOGY ENGINEERING ARTS AND M,46.1%,40%-50%,Y,232
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SAN PEDRO SENIOR HIGH,44.2%,40%-50%,Y,2213
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SAN PEDRO STREET ELEMENTARY,78.2%,60% and higher,Y,467
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SANTEE EDUCATION COMPLEX,77.1%,60% and higher,Y,1675
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SARA COUGHLIN ELEMENTARY,66.7%,60% and higher,Y,483
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SATICOY ELEMENTARY,57.7%,50%-60%,Y,560
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SATURN STREET ELEMENTARY,58.0%,50%-60%,Y,324
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SCHOOL OF BUSINESS AND TOURISM AT CONTRERAS LEARNING COMPLEX,69.2%,60% and higher,Y,1570
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SCHOOL OF ENGINEERING AND TECHNOLOGY,69.6%,60% and higher,Y,897
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SCIENCE ACADEMY STEM MAGNET,22.1%,Below 25%,Y,461
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,"SCIENCE, TECHNOLOGY, ENGINEERING, ARTS AND MATHEMATICS AT LEGACY",53.4%,50%-60%,Y,1853
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SECOND STREET ELEMENTARY,75.6%,60% and higher,Y,213
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SERRANIA AVENUE CHARTER FOR ENRICHED STUDIES,34.0%,25%-40%,Y,550
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SEVENTH STREET ELEMENTARY,44.6%,40%-50%,Y,330
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SEVENTY-FIFTH STREET ELEMENTARY,76.9%,60% and higher,Y,785
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SEVENTY-FOURTH STREET ELEMENTARY,69.5%,60% and higher,Y,374
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHARP AVENUE ELEMENTARY,69.6%,60% and higher,Y,497
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHENANDOAH ST CHILDREN'S CNTR,37.3%,25%-40%,Y,51
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHENANDOAH STREET ELEMENTARY,67.4%,60% and higher,Y,328
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHERIDAN STREET ELEMENTARY,75.3%,60% and higher,Y,584
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHERMAN OAKS CENTER FOR ENRICHED STUDIES,31.5%,25%-40%,Y,1736
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHERMAN OAKS ELEMENTARY CHARTER,31.0%,25%-40%,Y,504
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHIRLEY AVENUE ELEMENTARY,55.9%,50%-60%,Y,435
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SHORT AVENUE ELEMENTARY,26.7%,25%-40%,Y,389
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SIERRA PARK ELEMENTARY,61.3%,60% and higher,Y,297
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SIERRA VISTA ELEMENTARY,54.8%,50%-60%,Y,186
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SIMON RODIA CONTINUATION,81.0%,60% and higher,Y,100
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SIXTH AVENUE ELEMENTARY,68.9%,60% and higher,Y,399
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SIXTY-FIRST STREET ELEMENTARY,75.3%,60% and higher,Y,681
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SIXTY-SIXTH STREET ELEMENTARY,76.7%,60% and higher,Y,730
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOLANO AVENUE ELEMENTARY,36.6%,25%-40%,Y,186
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOPHIA T. SALVIN SPECIAL EDUCATION CENTER,35.9%,25%-40%,Y,78
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOTO STREET ELEMENTARY,64.9%,60% and higher,Y,222
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOTOMAYOR ARTS AND SCIENCES MAGNET,68.7%,60% and higher,Y,495
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH EAST HIGH,57.7%,50%-60%,Y,2025
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH GATE MIDDLE,61.5%,60% and higher,Y,1339
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH GATE SENIOR HIGH,57.7%,50%-60%,Y,1785
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH PARK ELEMENTARY,78.2%,60% and higher,Y,910
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH REGION EEC #1,34.7%,25%-40%,Y,95
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH REGION EEC #2,35.3%,25%-40%,Y,133
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH REGION HS #15--ANNEX,24.0%,Below 25%,Y,287
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH REGION HS #8,59.0%,50%-60%,Y,1136
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTH SHORES/CSUDH VISUAL AND PERFORMING ARTS,31.1%,25%-40%,Y,434
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SOUTHEAST MIDDLE,65.2%,60% and higher,Y,1154
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STAGG STREET ELEMENTARY,46.9%,40%-50%,Y,486
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STANFORD AVENUE ELEMENTARY,65.7%,60% and higher,Y,391
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STANFORD PRIMARY CENTER,48.1%,40%-50%,Y,206
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STANLEY MOSK ELEMENTARY,59.6%,50%-60%,Y,555
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STATE ST CHILDREN'S CENTER II,33.3%,25%-40%,Y,72
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STATE STREET ELEMENTARY,59.6%,50%-60%,Y,396
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STEPHEN M. WHITE MIDDLE,47.7%,40%-50%,Y,1372
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STONEHURST AVENUE ELEMENTARY,50.0%,50%-60%,Y,278
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STONER AVENUE ELEMENTARY,72.1%,60% and higher,Y,283
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STONEY POINT CONTINUATION,62.7%,60% and higher,Y,150
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,STRATHERN STREET ELEMENTARY,61.2%,60% and higher,Y,479
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SUMMIT VIEW SCHOOL,27.4%,25%-40%,Y,73
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SUN VALLEY MAGNET,67.1%,60% and higher,Y,1267
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SUNLAND ELEMENTARY,43.4%,40%-50%,Y,325
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SUNNY BRAE AVENUE ELEMENTARY,69.9%,60% and higher,Y,502
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SUNRISE ELEMENTARY,70.4%,60% and higher,Y,402
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SUPERIOR STREET ELEMENTARY,38.5%,25%-40%,Y,462
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SUSAN MILLER DORSEY SENIOR HIGH,69.7%,60% and higher,Y,814
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SVEN LOKRANTZ SPECIAL EDUCATION CENTER,44.6%,40%-50%,Y,56
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYLMAR CHARTER HIGH,52.5%,50%-60%,Y,1697
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYLMAR ELEMENTARY,58.8%,50%-60%,Y,456
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYLMAR LEADERSHIP ACADEMY,48.7%,40%-50%,Y,826
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYLVAN PARK EARLY ED CTR/CCC,37.6%,25%-40%,Y,101
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYLVAN PARK ELEMENTARY,70.5%,60% and higher,Y,701
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYNERGY CHARTER ACADEMY,59.7%,50%-60%,Y,303
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYNERGY KINETIC ACADEMY,64.9%,60% and higher,Y,441
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,SYNERGY QUANTUM ACADEMY,62.2%,60% and higher,Y,526
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TAFT CHARTER HIGH,35.0%,25%-40%,Y,2091
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TAPER AVENUE ELEMENTARY,30.1%,25%-40%,Y,675
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TARZANA ELEMENTARY,63.2%,60% and higher,Y,277
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TELFAIR AVENUE ELEMENTARY,65.6%,60% and higher,Y,613
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TELFAIR CHILDREN'S CENTER,35.5%,25%-40%,Y,76
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TENTH STREET ELEMENTARY,83.7%,60% and higher,Y,367
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TERESA HUGHES ELEMENTARY,65.2%,60% and higher,Y,578
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,THEODORE ROOSEVELT SENIOR HIGH,67.8%,60% and higher,Y,2051
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,THIRD STREET ELEMENTARY,18.4%,Below 25%,Y,675
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,THIRTY-SECOND STREET USC PERFORMING ARTS,53.7%,50%-60%,Y,874
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,THOMAS A. EDISON MIDDLE,79.8%,60% and higher,Y,875
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,THOMAS JEFFERSON SENIOR HIGH,74.0%,60% and higher,Y,1272
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,THOMAS RILEY HIGH,73.9%,60% and higher,Y,23
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,THOMAS STARR KING MIDDLE SCHOOL FILM AND MEDIA MAGNET,48.1%,40%-50%,Y,1692
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TOLAND WAY ELEMENTARY,49.6%,40%-50%,Y,242
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TOLUCA LAKE CHILDREN'S CENTER,31.7%,25%-40%,Y,82
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TOLUCA LAKE ELEMENTARY,44.4%,40%-50%,Y,511
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TOM BRADLEY GLOBAL AWARENESS MAGNET,72.9%,60% and higher,Y,177
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TOPANGA ELEMENTARY CHARTER,13.0%,Below 25%,Y,230
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TOPEKA CHARTER SCHOOL FOR ADVANCED STUDIES,24.8%,Below 25%,Y,568
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TOWNE AVENUE ELEMENTARY,43.7%,40%-50%,Y,300
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TRINITY ST CHILDREN'S CENTER,50.0%,50%-60%,Y,46
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TRINITY STREET ELEMENTARY,82.8%,60% and higher,Y,215
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TULSA STREET ELEMENTARY,48.2%,40%-50%,Y,409
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TWEEDY ELEMENTARY,59.4%,50%-60%,Y,473
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TWENTIETH STREET ELEMENTARY,71.3%,60% and higher,Y,536
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TWENTY-EIGHTH STREET ELEMENTARY,77.3%,60% and higher,Y,511
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TWENTY-FOURTH STREET ELEMENTARY,72.3%,60% and higher,Y,506
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,TWO HUNDRED THIRTY-SECOND PLACE,31.6%,25%-40%,Y,421
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,UCLA COMMUNITY K-12,65.4%,60% and higher,Y,3405
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,ULYSSES S. GRANT SENIOR HIGH,59.1%,50%-60%,Y,1771
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,UNION AVENUE ELEMENTARY,77.5%,60% and higher,Y,876
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,UNIVERSITY HIGH SCHOOL CHARTER,43.3%,40%-50%,Y,1322
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,UTAH STREET ELEMENTARY,73.3%,60% and higher,Y,401
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VALERIO STREET ELEMENTARY,65.8%,60% and higher,Y,766
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VALLEY ACADEMY OF ARTS AND SCIENCES,36.6%,25%-40%,Y,827
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VALLEY OAKS CENTER FOR ENRICHED STUDIES,62.0%,60% and higher,Y,292
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VALLEY VIEW ELEMENTARY,34.4%,25%-40%,Y,125
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VAN DEENE AVENUE ELEMENTARY,49.1%,40%-50%,Y,338
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VAN GOGH CHARTER,26.2%,25%-40%,Y,409
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VAN NESS AVENUE ELEMENTARY,51.7%,50%-60%,Y,207
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VAN NUYS ELEMENTARY,73.3%,60% and higher,Y,476
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VAN NUYS MIDDLE,66.9%,60% and higher,Y,883
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VAN NUYS SENIOR HIGH,51.5%,50%-60%,Y,2208
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VANALDEN AVENUE EARLY ED CTR,37.4%,25%-40%,Y,99
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VANALDEN AVENUE ELEMENTARY,63.0%,60% and higher,Y,413
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VAUGHN ST EARLY ED CTR/CCC,37.9%,25%-40%,Y,95
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VENA AVENUE ELEMENTARY,48.0%,40%-50%,Y,494
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VENICE SENIOR HIGH,43.3%,40%-50%,Y,2073
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VERDUGO HILLS SENIOR HIGH,49.2%,40%-50%,Y,1109
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VERMONT AVENUE ELEMENTARY,70.8%,60% and higher,Y,383
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VERNON CITY ELEMENTARY,72.0%,60% and higher,Y,175
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VICTORIA AVENUE ELEMENTARY,68.1%,60% and higher,Y,310
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VICTORY BOULEVARD ELEMENTARY,64.2%,60% and higher,Y,506
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VIEW PARK CONTINUATION,70.6%,60% and higher,Y,34
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VILLAGE GLEN SCHOOL,16.7%,Below 25%,Y,72
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VINE ST EARLY EDUCATION CENTER,40.9%,40%-50%,Y,66
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VINE STREET ELEMENTARY,66.1%,60% and higher,Y,277
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VINEDALE ELEMENTARY,67.3%,60% and higher,Y,217
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VINTAGE MATH/SCIENCE/TECHNOLOGY MAGNET,30.6%,25%-40%,Y,771
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VIRGIL MIDDLE,69.0%,60% and higher,Y,1043
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VIRGINIA ROAD ELEMENTARY,65.2%,60% and higher,Y,221
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VISTA DEL VALLE DUAL LANGUAGE ACADEMY,58.0%,50%-60%,Y,443
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,VISTA MIDDLE,74.1%,60% and higher,Y,1153
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WADSWORTH AVE CHILDREN'S CNTR,52.4%,50%-60%,Y,82
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WADSWORTH AVENUE ELEMENTARY,73.7%,60% and higher,Y,578
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WALGROVE AVENUE ELEMENTARY,32.7%,25%-40%,Y,248
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WALNUT PARK ELEMENTARY,60.8%,60% and higher,Y,607
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WALNUT PARK MIDDLE A SCHOOL OF SOCIAL JUSTICE AND SERVICE LEARNI,67.7%,60% and higher,Y,709
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WALTER REED MIDDLE,36.5%,25%-40%,Y,1473
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WANDA MIKES CHILDREN'S CNTR,67.6%,60% and higher,Y,71
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WARNER AVENUE ELEMENTARY,5.3%,Below 25%,Y,580
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,"WASHINGTON IRVING MIDDLE SCHOOL MATH, MUSIC AND ENGINEERING MAGN",51.4%,50%-60%,Y,702
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WASHINGTON PRIMARY CENTER,68.1%,60% and higher,Y,166
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WEIGAND AVENUE ELEMENTARY,78.1%,60% and higher,Y,351
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WELBY WAY CHARTER ELEMENTARY SCHOOL AND GIFTED-HIGH ABILITY MAGN,12.0%,Below 25%,Y,745
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WESM HEALTH/SPORTS MEDICINE,56.3%,50%-60%,Y,743
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WEST ADAMS PREPARATORY HIGH,66.4%,60% and higher,Y,1068
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WEST ATHENS ELEMENTARY,71.3%,60% and higher,Y,603
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WEST HOLLYWOOD ELEMENTARY,23.6%,Below 25%,Y,309
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WEST VERNON AVENUE ELEMENTARY,80.8%,60% and higher,Y,568
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WESTERN AVENUE TECHNOLOGY MAGNET,70.6%,60% and higher,Y,541
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WESTMINISTER AVE CHILD CENTER,43.4%,40%-50%,Y,53
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WESTMINSTER AVENUE ELEMENTARY,51.4%,50%-60%,Y,348
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WESTPORT HEIGHTS ELEMENTARY,49.2%,40%-50%,Y,187
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WESTSIDE GLOBAL AWARENESS MAGNET,65.5%,60% and higher,Y,226
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WESTWOOD CHARTER ELEMENTARY,10.7%,Below 25%,Y,626
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WHITE POINT ELEMENTARY,21.1%,Below 25%,Y,304
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WHITMAN CONTINUATION,67.6%,60% and higher,Y,71
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WHITNEY YOUNG CONTINUATION,84.6%,60% and higher,Y,39
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILBUR CHARTER FOR ENRICHED ACADEMICS,24.6%,Below 25%,Y,557
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILL ROGERS CONTINUATION,72.4%,60% and higher,Y,214
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILLIAM J. JOHNSTON COMMUNITY DAY,71.3%,60% and higher,Y,80
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILLIAM JEFFERSON CLINTON MIDDLE,78.4%,60% and higher,Y,611
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILLIAM MULHOLLAND MIDDLE,66.5%,60% and higher,Y,996
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILLIAM R. ANTON ELEMENTARY,67.4%,60% and higher,Y,476
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILLIAM TELL AGGELER OPPORTUNITY HIGH,69.1%,60% and higher,Y,123
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILLOW ELEMENTARY,65.9%,60% and higher,Y,460
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,"WILMINGTON MIDDLE SCIENCE, TECHNOLOGY, ENGINEERING, ARTS, MATHEM",65.3%,60% and higher,Y,1264
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILMINGTON PARK EARLY ED CTR,40.0%,40%-50%,Y,90
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILMINGTON PARK ELEMENTARY,63.8%,60% and higher,Y,544
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILSHIRE CREST ELEMENTARY,51.9%,50%-60%,Y,156
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILSHIRE PARK ELEMENTARY,54.0%,50%-60%,Y,365
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILTON PL CHILDREN'S CENTER,42.3%,40%-50%,Y,78
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WILTON PLACE ELEMENTARY,59.7%,50%-60%,Y,330
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WINDSOR HILLS MATH SCIENCE,62.2%,60% and higher,Y,317
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WINNETKA AVENUE ELEMENTARY,65.9%,60% and higher,Y,358
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WISDOM ELEMENTARY,78.2%,60% and higher,Y,737
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WONDERLAND AVENUE ELEMENTARY,11.5%,Below 25%,Y,428
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WOODCREST ELEMENTARY,81.6%,60% and higher,Y,608
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WOODLAKE ELEMENTARY COMMUNITY CHARTER,24.9%,Below 25%,Y,583
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WOODLAND HILLS ACADEMY,51.9%,50%-60%,Y,617
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WOODLAND HILLS ELEMENTARY CHARTER FOR ENRICHED STUDIES,21.5%,Below 25%,Y,664
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WOODLAWN AVENUE ELEMENTARY,63.8%,60% and higher,Y,605
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,WOODROW WILSON SENIOR HIGH,61.4%,60% and higher,Y,1377
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,YES ACADEMY,80.4%,60% and higher,Y,460
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,YORKDALE ELEMENTARY,55.5%,50%-60%,Y,200
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,YOUNG OAK KIM ACADEMY,77.1%,60% and higher,Y,763
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,YOUTH OPPORTUNITIES UNLIMITED,89.0%,60% and higher,Y,73
California,LOS ANGELES UNIFIED SCHOOL DISTRICT,ZANE GREY CONTINUATION,70.3%,60% and higher,Y,101
